soma_joinid,organism,category,label,ontology_term_id,total_cell_count,unique_cell_count
1645,homo_sapiens,tissue,pigment epithelium of eye,UBERON:0007625,2348,2348
1646,homo_sapiens,tissue,thoracic lymph node,UBERON:0007644,604850,272399
1647,homo_sapiens,tissue,esophagogastric junction,UBERON:0007650,29105,12771
1648,homo_sapiens,tissue,ascitic fluid,UBERON:0007795,185382,108287
1649,homo_sapiens,tissue,inguinal part of abdomen,UBERON:0008337,14976,14976
1650,homo_sapiens,tissue,ileal epithelium,UBERON:0008345,215941,81203
1651,homo_sapiens,tissue,duodenal epithelium,UBERON:0008346,4589,843
1652,homo_sapiens,tissue,muscle of pelvic diaphragm,UBERON:0008612,42017,11401
1653,homo_sapiens,tissue,skin of cheek,UBERON:0008803,70880,69193
1654,homo_sapiens,tissue,primary somatosensory cortex,UBERON:0008933,377097,223938
1655,homo_sapiens,tissue,lung parenchyma,UBERON:0008946,1245967,443553
1656,homo_sapiens,tissue,upper lobe of left lung,UBERON:0008952,355828,306409
1657,homo_sapiens,tissue,lower lobe of left lung,UBERON:0008953,271053,189475
1658,homo_sapiens,tissue,lingula of left lung,UBERON:0008954,41369,41369
1659,homo_sapiens,tissue,right colon,UBERON:0008972,19968,19968
1660,homo_sapiens,tissue,submucosal esophageal gland,UBERON:0008989,10966,4006
1661,homo_sapiens,tissue,axilla,UBERON:0009472,210723,160413
1662,homo_sapiens,tissue,dorsolateral prefrontal cortex,UBERON:0009834,10998072,8062038
1663,homo_sapiens,tissue,anterior cingulate cortex,UBERON:0009835,320567,185105
1664,homo_sapiens,tissue,anterior part of tongue,UBERON:0010032,43968,14656
1665,homo_sapiens,tissue,posterior part of tongue,UBERON:0010033,71805,23935
1666,homo_sapiens,tissue,mucosa of dorsum of tongue,UBERON:0010052,16832,0
1667,homo_sapiens,tissue,bulb of aorta,UBERON:0010172,7336,7336
1668,homo_sapiens,tissue,thalamic complex,UBERON:0010225,1029960,343320
1669,homo_sapiens,tissue,eyeball of camera-type eye,UBERON:0010230,7032,7032
1670,homo_sapiens,tissue,ocular surface region,UBERON:0010409,119551,95171
1671,homo_sapiens,tissue,omental fat pad,UBERON:0010414,159861,80085
1672,homo_sapiens,tissue,umbilical cord blood,UBERON:0012168,29247,29247
1673,homo_sapiens,tissue,tunica fibrosa of eyeball,UBERON:0012430,35558,14853
1674,homo_sapiens,tissue,hepatic cecum,UBERON:0012474,16607,16607
1675,homo_sapiens,tissue,ampulla of fallopian tube,UBERON:0012648,128795,80973
1676,homo_sapiens,tissue,colorectum,UBERON:0012652,941615,388952
1677,homo_sapiens,tissue,lower esophagus,UBERON:0013473,66785,28694
1678,homo_sapiens,tissue,Brodmann (1909) area 4,UBERON:0013535,153527,143642
1679,homo_sapiens,tissue,Brodmann (1909) area 7,UBERON:0013538,134709,72088
1680,homo_sapiens,tissue,Brodmann (1909) area 9,UBERON:0013540,565722,318271
1681,homo_sapiens,tissue,Brodmann (1909) area 10,UBERON:0013541,42837,42837
1682,homo_sapiens,tissue,peripheral region of retina,UBERON:0013682,2718732,1744496
1683,homo_sapiens,tissue,bone spine,UBERON:0013706,14280,11929
1684,homo_sapiens,tissue,venous blood,UBERON:0013756,17625,17625
1685,homo_sapiens,tissue,embryoid body,UBERON:0014374,181498,174442
1686,homo_sapiens,tissue,visceral abdominal adipose tissue,UBERON:0014454,54663,43188
1687,homo_sapiens,tissue,subcutaneous abdominal adipose tissue,UBERON:0014455,43543,29147
1688,homo_sapiens,tissue,cervical spinal cord white matter,UBERON:0014614,38977,19650
1689,homo_sapiens,tissue,hemisphere part of cerebellar posterior lobe,UBERON:0014648,15580,15580
1690,homo_sapiens,tissue,tendon of quadriceps femoris,UBERON:0014848,64632,64632
1691,homo_sapiens,tissue,"skeletal muscle organ, vertebrate",UBERON:0014892,170841,165109
1692,homo_sapiens,tissue,nose skin,UBERON:0015476,34883,34869
1693,homo_sapiens,tissue,cystic lymph node,UBERON:0015867,186822,186822
1694,homo_sapiens,tissue,external iliac lymph node,UBERON:0015880,8936,8936
1695,homo_sapiens,tissue,chest wall,UBERON:0016435,40903,29506
1696,homo_sapiens,tissue,skin of forehead,UBERON:0016475,77376,76264
1697,homo_sapiens,tissue,frontal lobe,UBERON:0016525,122311,122229
1698,homo_sapiens,tissue,lobe of cerebral hemisphere,UBERON:0016526,9376,9376
1699,homo_sapiens,tissue,white matter of frontal lobe,UBERON:0016528,9552,5872
1700,homo_sapiens,tissue,parietal cortex,UBERON:0016530,94443,94443
1701,homo_sapiens,tissue,white matter of parietal lobe,UBERON:0016531,6901,3757
1702,homo_sapiens,tissue,white matter of temporal lobe,UBERON:0016534,4306,2288
1703,homo_sapiens,tissue,white matter of occipital lobe,UBERON:0016535,3275,1892
1704,homo_sapiens,tissue,temporal cortex,UBERON:0016538,130822,130822
1705,homo_sapiens,tissue,occipital cortex,UBERON:0016540,229318,200879
1706,homo_sapiens,tissue,isthmus of fallopian tube,UBERON:0016632,66411,33218
1707,homo_sapiens,tissue,perifoveal part of retina,UBERON:0018105,28367,28367
1708,homo_sapiens,tissue,adrenal tissue,UBERON:0018303,12575,11937
1709,homo_sapiens,tissue,bladder organ,UBERON:0018707,208203,75433
1710,homo_sapiens,tissue,chorioretinal region,UBERON:0019207,1948841,919890
1711,homo_sapiens,tissue,hepatic flexure of colon,UBERON:0022277,5333,3333
1712,homo_sapiens,tissue,medial orbital frontal cortex,UBERON:0022352,38217,38217
1713,homo_sapiens,tissue,temporoparietal junction,UBERON:0023852,1343,1143
1714,homo_sapiens,tissue,primary auditory cortex,UBERON:0034751,284811,145757
1715,homo_sapiens,tissue,glabella skin,UBERON:0034765,4992,4992
1716,homo_sapiens,tissue,insular cortex,UBERON:0034891,262824,262824
1717,homo_sapiens,tissue,paracolic gutter,UBERON:0035210,12358,8012
1718,homo_sapiens,tissue,basal zone of heart,UBERON:0035213,18775,18775
1719,homo_sapiens,tissue,upper outer quadrant of breast,UBERON:0035328,76793,76793
1720,homo_sapiens,tissue,visceral fat,UBERON:0035818,218335,83731
1721,homo_sapiens,tissue,apical region of left ventricle,UBERON:0035835,51176,51176
1722,homo_sapiens,tissue,epithelial lining fluid,UBERON:0035963,166836,83697
1723,homo_sapiens,tissue,rectosigmoid junction,UBERON:0036214,38715,18618
1724,homo_sapiens,tissue,parenchyma of mammary gland,UBERON:0036245,10689,10689
1725,homo_sapiens,tissue,anterior wall of left ventricle,UBERON:0036288,36574,36574
1726,homo_sapiens,tissue,adnexa of uterus,UBERON:0036292,275977,159814
1727,homo_sapiens,tissue,mucosa of lip,UBERON:0036294,6588,2210
1728,homo_sapiens,tissue,bronchopulmonary lymph node,UBERON:0039167,33054,16527
1729,homo_sapiens,tissue,skin of face,UBERON:1000021,37,37
1730,homo_sapiens,tissue,corpus,UBERON:3000645,5955,5955
1731,homo_sapiens,tissue,central retina,UBERON:8000004,12160,12160
1732,homo_sapiens,tissue,skin of scalp,UBERON:8300000,36334,36334
1733,homo_sapiens,tissue,duodeno-jejunal junction,UBERON:8410000,21592,21592
1734,homo_sapiens,tissue,fimbria of fallopian tube,UBERON:8410010,145853,84668
1735,homo_sapiens,tissue,inguinal region skin,UBERON:8410021,2739,0
1736,homo_sapiens,tissue,transition zone of prostate,UBERON:8410025,191641,72957
1737,homo_sapiens,tissue,peripheral zone of prostate,UBERON:8410026,74403,14090
1738,homo_sapiens,tissue,Brodmann (1909) area 17,UBERON:8440010,180389,121305
1739,homo_sapiens,tissue,cerebral nuclei,UBERON:8440012,1569927,523309
1740,homo_sapiens,tissue,upper layers of the cortex,UBERON:8440044,42195,13486
1741,homo_sapiens,tissue,lower layers of the cortex,UBERON:8440051,57169,18304
1742,homo_sapiens,tissue,tendon of semitendinosus,UBERON:8480009,10533,10533
1743,homo_sapiens,tissue,skin of temple,UBERON:8480028,35407,35275
1744,homo_sapiens,tissue,skin of breast,UBERON:8480030,4992,4992
1745,homo_sapiens,tissue,skin of calf,UBERON:8480050,10961,10961
1746,homo_sapiens,tissue,labial gland,UBERON:8480065,275978,214035
1747,homo_sapiens,tissue,jejunum lamina propria,UBERON:8600034,173899,93203
1748,homo_sapiens,tissue,ileum lamina propria,UBERON:8600035,278744,165027
1749,homo_sapiens,tissue_general,nose,UBERON:0000004,511233,354675
1750,homo_sapiens,tissue_general,peripheral nervous system,UBERON:0000010,1974,658
1751,homo_sapiens,tissue_general,lymph node,UBERON:0000029,3187418,2012850
1752,homo_sapiens,tissue_general,lamina propria,UBERON:0000030,45230,23687
1753,homo_sapiens,tissue_general,head,UBERON:0000033,13574,6801
1754,homo_sapiens,tissue_general,ureter,UBERON:0000056,75244,43728
1755,homo_sapiens,tissue_general,large intestine,UBERON:0000059,1196372,495425
1756,homo_sapiens,tissue_general,intestine,UBERON:0000160,655678,384915
1757,homo_sapiens,tissue_general,blood,UBERON:0000178,31915115,25872063
1758,homo_sapiens,tissue_general,breast,UBERON:0000310,7341221,3548440
1759,homo_sapiens,tissue_general,mucosa,UBERON:0000344,639300,136565
1760,homo_sapiens,tissue_general,scalp,UBERON:0000403,3029,3029
1761,homo_sapiens,tissue_general,testis,UBERON:0000473,35750,20724
1762,homo_sapiens,tissue_general,abdomen,UBERON:0000916,715631,429769
1763,homo_sapiens,tissue_general,embryo,UBERON:0000922,407601,400545
1764,homo_sapiens,tissue_general,stomach,UBERON:0000945,1446973,557791
1765,homo_sapiens,tissue_general,heart,UBERON:0000948,6424715,3467005
1766,homo_sapiens,tissue_general,brain,UBERON:0000955,48581856,28967109
1767,homo_sapiens,tissue_general,eye,UBERON:0000970,13075889,7865705
1768,homo_sapiens,tissue_general,neck,UBERON:0000974,22813,20201
1769,homo_sapiens,tissue_general,pleura,UBERON:0000977,19695,19695
1770,homo_sapiens,tissue_general,reproductive system,UBERON:0000990,570488,364425
1771,homo_sapiens,tissue_general,ovary,UBERON:0000992,564786,373467
1772,homo_sapiens,tissue_general,uterus,UBERON:0000995,993070,467604
1773,homo_sapiens,tissue_general,respiratory system,UBERON:0001004,1241026,669828
1774,homo_sapiens,tissue_general,digestive system,UBERON:0001007,375987,175292
1775,homo_sapiens,tissue_general,adipose tissue,UBERON:0001013,1075748,458002
1776,homo_sapiens,tissue_general,musculature,UBERON:0001015,995567,607872
1777,homo_sapiens,tissue_general,nervous system,UBERON:0001016,1837,1837
1778,homo_sapiens,tissue_general,central nervous system,UBERON:0001017,1450954,742873
1779,homo_sapiens,tissue_general,sensory system,UBERON:0001032,7191,2397
1780,homo_sapiens,tissue_general,yolk sac,UBERON:0001040,169725,56706
1781,homo_sapiens,tissue_general,esophagus,UBERON:0001043,684152,178410
1782,homo_sapiens,tissue_general,pleural fluid,UBERON:0001087,179134,90989
1783,homo_sapiens,tissue_general,colon,UBERON:0001155,2701432,960023
1784,homo_sapiens,tissue_general,urinary bladder,UBERON:0001255,37436,36100
1785,homo_sapiens,tissue_general,pancreas,UBERON:0001264,871649,604918
1786,homo_sapiens,tissue_general,cerebrospinal fluid,UBERON:0001359,72695,72695
1787,homo_sapiens,tissue_general,skeletal system,UBERON:0001434,189849,72987
1788,homo_sapiens,tissue_general,chest,UBERON:0001443,27307,15413
1789,homo_sapiens,tissue_general,tongue,UBERON:0001723,133094,38754
1790,homo_sapiens,tissue_general,saliva,UBERON:0001836,14502,14502
1791,homo_sapiens,tissue_general,cortex,UBERON:0001851,456334,149766
1792,homo_sapiens,tissue_general,milk,UBERON:0001913,48478,48478
1793,homo_sapiens,tissue_general,placenta,UBERON:0001987,800207,645126
1794,homo_sapiens,tissue_general,lung,UBERON:0002048,10456399,6443005
1795,homo_sapiens,tissue_general,vasculature,UBERON:0002049,438043,381091
1796,homo_sapiens,tissue_general,skin of body,UBERON:0002097,1319101,968929
1797,homo_sapiens,tissue_general,forelimb,UBERON:0002102,74995,38983
1798,homo_sapiens,tissue_general,hindlimb,UBERON:0002103,205596,126908
1799,homo_sapiens,tissue_general,spleen,UBERON:0002106,1443812,597645
1800,homo_sapiens,tissue_general,liver,UBERON:0002107,3138124,1783486
1801,homo_sapiens,tissue_general,small intestine,UBERON:0002108,4201187,1444939
1802,homo_sapiens,tissue_general,gallbladder,UBERON:0002110,19800,19800
1803,homo_sapiens,tissue_general,kidney,UBERON:0002113,3582071,2501535
1804,homo_sapiens,tissue_general,spinal cord,UBERON:0002240,117463,49756
1805,homo_sapiens,tissue_general,exocrine gland,UBERON:0002365,778303,393003
1806,homo_sapiens,tissue_general,prostate gland,UBERON:0002367,504476,215280
1807,homo_sapiens,tissue_general,endocrine gland,UBERON:0002368,2139248,856006
1808,homo_sapiens,tissue_general,adrenal gland,UBERON:0002369,718211,555767
1809,homo_sapiens,tissue_general,bone marrow,UBERON:0002371,1491738,915689
1810,homo_sapiens,tissue_general,immune system,UBERON:0002405,115963,76791
1811,homo_sapiens,tissue_general,omentum,UBERON:0003688,358095,222303
1812,homo_sapiens,tissue_general,fallopian tube,UBERON:0003889,416745,251233
1813,homo_sapiens,tissue_general,esophagogastric junction,UBERON:0007650,29105,12771
1814,homo_sapiens,tissue_general,inguinal part of abdomen,UBERON:0008337,14976,14976
1815,homo_sapiens,tissue_general,axilla,UBERON:0009472,210723,160413
1816,homo_sapiens,tissue_general,chest wall,UBERON:0016435,40903,29506
1817,homo_sapiens,tissue_general,bladder organ,UBERON:0018707,208203,75433
1818,homo_sapiens,tissue_general,paracolic gutter,UBERON:0035210,12358,8012
1819,homo_sapiens,tissue_general,tendon of semitendinosus,UBERON:8480009,10533,10533
1820,macaca_mulatta,all,na,na,7010229,2929014
1821,macaca_mulatta,assay,10x 3' v3,EFO:0009922,345047,345047
1822,macaca_mulatta,assay,sci-RNA-seq3,EFO:0030028,6665182,2583967
1823,macaca_mulatta,cell_type,ependymal cell,CL:0000065,18133,7055
1824,macaca_mulatta,cell_type,T cell,CL:0000084,4243,4243
1825,macaca_mulatta,cell_type,granulocyte,CL:0000094,9039,9039
1826,macaca_mulatta,cell_type,endothelial cell,CL:0000115,4456,4456
1827,macaca_mulatta,cell_type,basket cell,CL:0000118,111677,43177
1828,macaca_mulatta,cell_type,astrocyte,CL:0000127,363057,147404
1829,macaca_mulatta,cell_type,oligodendrocyte,CL:0000128,749142,309196
1830,macaca_mulatta,cell_type,microglial cell,CL:0000129,129589,55858
1831,macaca_mulatta,cell_type,club cell,CL:0000158,726,726
1832,macaca_mulatta,cell_type,smooth muscle cell,CL:0000192,8449,8449
1833,macaca_mulatta,cell_type,platelet,CL:0000233,68,68
1834,macaca_mulatta,cell_type,macrophage,CL:0000235,688,688
1835,macaca_mulatta,cell_type,B cell,CL:0000236,2140,2140
1836,macaca_mulatta,cell_type,dendritic cell,CL:0000451,276,276
1837,macaca_mulatta,cell_type,mucosal type mast cell,CL:0000485,230,230
1838,macaca_mulatta,cell_type,inhibitory interneuron,CL:0000498,2065,2065
1839,macaca_mulatta,cell_type,neuron,CL:0000540,4281,2708
1840,macaca_mulatta,cell_type,GABAergic neuron,CL:0000617,958554,371548
1841,macaca_mulatta,cell_type,pericyte,CL:0000669,3415,3415
1842,macaca_mulatta,cell_type,glutamatergic neuron,CL:0000679,2932078,1139119
1843,macaca_mulatta,cell_type,dopaminergic neuron,CL:0000700,9391,3645
1844,macaca_mulatta,cell_type,myeloid cell,CL:0000763,126,126
1845,macaca_mulatta,cell_type,erythroid lineage cell,CL:0000764,4516,4516
1846,macaca_mulatta,cell_type,myeloid leukocyte,CL:0000766,5763,5763
1847,macaca_mulatta,cell_type,serotonergic neuron,CL:0000850,8245,3190
1848,macaca_mulatta,cell_type,mucosal invariant T cell,CL:0000940,1881,1881
1849,macaca_mulatta,cell_type,pulmonary alveolar type 1 cell,CL:0002062,12294,12294
1850,macaca_mulatta,cell_type,pulmonary alveolar type 2 cell,CL:0002063,11469,11469
1851,macaca_mulatta,cell_type,multiciliated epithelial cell of the bronchus,CL:0002332,71,71
1852,macaca_mulatta,cell_type,oligodendrocyte precursor cell,CL:0002453,151628,63888
1853,macaca_mulatta,cell_type,fibroblast of lung,CL:0002553,16729,16729
1854,macaca_mulatta,cell_type,astrocyte of the cerebral cortex,CL:0002605,838,838
1855,macaca_mulatta,cell_type,medium spiny neuron,CL:1001474,126267,48920
1856,macaca_mulatta,cell_type,lung endothelial cell,CL:1001567,43633,43633
1857,macaca_mulatta,cell_type,cerebral cortex endothelial cell,CL:1001602,67,67
1858,macaca_mulatta,cell_type,cerebellar neuron,CL:1001611,958019,371324
1859,macaca_mulatta,cell_type,lamp5 GABAergic cortical interneuron,CL:4023011,7767,7767
1860,macaca_mulatta,cell_type,near-projecting glutamatergic cortical neuron,CL:4023012,1440,1440
1861,macaca_mulatta,cell_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,2109,2109
1862,macaca_mulatta,cell_type,sncg GABAergic cortical interneuron,CL:4023015,1544,1544
1863,macaca_mulatta,cell_type,VIP GABAergic cortical interneuron,CL:4023016,12242,12242
1864,macaca_mulatta,cell_type,sst GABAergic cortical interneuron,CL:4023017,14514,14514
1865,macaca_mulatta,cell_type,pvalb GABAergic cortical interneuron,CL:4023018,9672,9672
1866,macaca_mulatta,cell_type,chandelier pvalb GABAergic cortical interneuron,CL:4023036,1920,1920
1867,macaca_mulatta,cell_type,L6b glutamatergic cortical neuron,CL:4023038,5223,5223
1868,macaca_mulatta,cell_type,L2/3-6 intratelencephalic projecting glutamatergic neuron,CL:4023040,41057,41057
1869,macaca_mulatta,cell_type,L5 extratelencephalic projecting glutamatergic cortical neuron,CL:4023041,473,473
1870,macaca_mulatta,cell_type,L6 corticothalamic-projecting glutamatergic cortical neuron,CL:4023042,3170,3170
1871,macaca_mulatta,cell_type,L5/6 near-projecting glutamatergic neuron of the primary motor cortex,CL:4023043,1667,1667
1872,macaca_mulatta,cell_type,L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,CL:4023050,5168,5168
1873,macaca_mulatta,cell_type,vascular leptomeningeal cell,CL:4023051,2691,2691
1874,macaca_mulatta,cell_type,caudal ganglionic eminence derived cortical interneuron,CL:4023064,789,789
1875,macaca_mulatta,cell_type,brain vascular cell,CL:4023072,209200,81014
1876,macaca_mulatta,cell_type,L2/3 intratelencephalic projecting glutamatergic neuron,CL:4030059,36340,36340
1877,macaca_mulatta,disease,normal,PATO:0000461,7010229,2929014
1878,macaca_mulatta,self_reported_ethnicity,na,na,7010229,2929014
1879,macaca_mulatta,sex,female,PATO:0000383,5557810,2305711
1880,macaca_mulatta,sex,male,PATO:0000384,1447582,618466
1881,macaca_mulatta,sex,unknown,unknown,4837,4837
1882,macaca_mulatta,suspension_type,nucleus,na,7010229,2929014
1883,macaca_mulatta,tissue,prefrontal cortex,UBERON:0000451,766132,297201
1884,macaca_mulatta,tissue,pons,UBERON:0000988,115895,44905
1885,macaca_mulatta,tissue,primary motor cortex,UBERON:0001384,208285,83766
1886,macaca_mulatta,tissue,amygdala,UBERON:0001876,87101,33794
1887,macaca_mulatta,tissue,nucleus accumbens,UBERON:0001882,95577,36987
1888,macaca_mulatta,tissue,midbrain,UBERON:0001891,438118,169814
1889,macaca_mulatta,tissue,medulla oblongata,UBERON:0001896,25328,9822
1890,macaca_mulatta,tissue,ventral lateral nucleus of thalamus,UBERON:0001925,91855,35571
1891,macaca_mulatta,tissue,lateral geniculate body,UBERON:0001926,43520,16873
1892,macaca_mulatta,tissue,lung,UBERON:0002048,120042,120042
1893,macaca_mulatta,tissue,corpus callosum,UBERON:0002336,114124,44225
1894,macaca_mulatta,tissue,hippocampal formation,UBERON:0002421,128141,49702
1895,macaca_mulatta,tissue,primary visual cortex,UBERON:0002436,809188,313628
1896,macaca_mulatta,tissue,head of caudate nucleus,UBERON:0002626,115070,44569
1897,macaca_mulatta,tissue,entorhinal cortex,UBERON:0002728,192290,74504
1898,macaca_mulatta,tissue,superior temporal sulcus,UBERON:0002734,69109,26820
1899,macaca_mulatta,tissue,medial dorsal nucleus of thalamus,UBERON:0002739,80513,31215
1900,macaca_mulatta,tissue,inferior temporal gyrus,UBERON:0002751,437751,169621
1901,macaca_mulatta,tissue,middle temporal gyrus,UBERON:0002771,89136,89136
1902,macaca_mulatta,tissue,cerebellar vermis,UBERON:0004720,536774,208013
1903,macaca_mulatta,tissue,perirhinal cortex,UBERON:0006083,158366,61454
1904,macaca_mulatta,tissue,inferior parietal cortex,UBERON:0006088,180651,70069
