set_label,rank,gene_symbol,gene_name,gene_type,relevance_score,knowledge_score,duplicate_symbol,mapped_to_ctd_background
primary_anywhere,11336,CCT6B,Chaperonin Containing TCP1 Subunit 6B,Protein Coding,45.4,71,False,False
primary_anywhere,11337,KTN1-AS1,KTN1 Antisense RNA 1,RNA Gene,45.4,53,False,False
primary_anywhere,11338,CNTD1,Cyclin N-Terminal Domain Containing 1,Protein Coding,45.4,54,False,False
primary_anywhere,11339,MIR497HG,Mir-497-195 Cluster Host Gene,RNA Gene,45.4,53,False,False
primary_anywhere,11340,UTP6,UTP6 Small Subunit Processome Component,Protein Coding,45.4,69,False,False
primary_anywhere,11341,CPSF3,Cleavage And Polyadenylation Specific Factor 3,Protein Coding,45.4,81,False,False
primary_anywhere,11342,ESD,Esterase D,Protein Coding,45.4,71,False,True
primary_anywhere,11343,NUDT16,Nudix Hydrolase 16,Protein Coding,45.4,62,False,False
primary_anywhere,11344,SNUPN,Snurportin 1,Protein Coding,45.4,71,False,False
primary_anywhere,11345,HOXD@,Homeobox D Cluster,Gene Cluster,45.3,39,False,False
primary_anywhere,11346,PLEKHS1,Pleckstrin Homology Domain Containing S1,Protein Coding,45.3,47,False,False
primary_anywhere,11347,GBX1,Gastrulation Brain Homeobox 1,Protein Coding,45.3,58,False,False
primary_anywhere,11348,MRPS33,Mitochondrial Ribosomal Protein S33,Protein Coding,45.3,61,False,False
primary_anywhere,11349,ZBTB9,Zinc Finger And BTB Domain Containing 9,Protein Coding,45.3,60,False,False
primary_anywhere,11350,MLLT1,MLLT1 Super Elongation Complex Subunit,Protein Coding,45.3,70,False,False
primary_anywhere,11351,PPTC7,Protein Phosphatase Targeting COQ7,Protein Coding,45.3,58,False,False
primary_anywhere,11352,TCAF1,TRPM8 Channel Associated Factor 1,Protein Coding,45.3,60,False,True
primary_anywhere,11353,ABCF3,ATP Binding Cassette Subfamily F Member 3,Protein Coding,45.3,65,False,False
primary_anywhere,11354,MIR320B1,MicroRNA 320b-1,RNA Gene,45.3,60,False,False
primary_anywhere,11355,IGK,Immunoglobulin Kappa Locus,Protein Coding,45.3,24,False,False
primary_anywhere,11356,ELOA,Elongin A,Protein Coding,45.3,78,False,False
primary_anywhere,11357,HBB-LCR,Beta-Globin Locus Control Region,Functional Element,45.3,50,False,False
primary_anywhere,11358,RGSL1,Regulator Of G Protein Signaling Like 1,Protein Coding,45.3,58,False,False
primary_anywhere,11359,GJB5,Gap Junction Protein Beta 5,Protein Coding,45.3,66,False,False
primary_anywhere,11360,AMOTL1,Angiomotin Like 1,Protein Coding,45.3,68,False,True
primary_anywhere,11361,SEPTIN7,Septin 7,Protein Coding,45.3,74,False,True
primary_anywhere,11362,NUP50,Nucleoporin 50,Protein Coding,45.3,82,False,True
primary_anywhere,11363,ZNF696,Zinc Finger Protein 696,Protein Coding,45.3,55,False,False
primary_anywhere,11364,USP25,Ubiquitin Specific Peptidase 25,Protein Coding,45.2,77,False,False
primary_anywhere,11365,PCYT1B,"Phosphate Cytidylyltransferase 1B, Choline",Protein Coding,45.2,70,False,False
primary_anywhere,11366,NCOA7,Nuclear Receptor Coactivator 7,Protein Coding,45.2,66,False,True
primary_anywhere,11367,SPC25,SPC25 Component Of NDC80 Kinetochore Complex,Protein Coding,45.2,71,False,False
primary_anywhere,11368,AZIN1,Antizyme Inhibitor 1,Protein Coding,45.2,66,False,True
primary_anywhere,11369,SETD3,"SET Domain Containing 3, Actin N3(Tau)-Histidine Methyltransferase",Protein Coding,45.2,73,False,False
primary_anywhere,11370,RNF215,Ring Finger Protein 215,Protein Coding,45.2,52,False,False
primary_anywhere,11371,RABAC1,Rab Acceptor 1,Protein Coding,45.2,64,False,False
primary_anywhere,11372,CLK1,CDC Like Kinase 1,Protein Coding,45.2,74,False,True
primary_anywhere,11373,HSPBAP1,HSPB1 Associated Protein 1,Protein Coding,45.1,58,False,False
primary_anywhere,11374,NEK10,NIMA Related Kinase 10,Protein Coding,45.1,72,False,False
primary_anywhere,11375,FBXO45,F-Box Protein 45,Protein Coding,45.1,66,False,False
primary_anywhere,11376,AMDHD1,Amidohydrolase Domain Containing 1,Protein Coding,45.1,59,False,True
primary_anywhere,11377,TUBGCP4,Tubulin Gamma Complex Component 4,Protein Coding,45.1,90,False,False
primary_anywhere,11378,CNMD,Chondromodulin,Protein Coding,45.1,59,False,True
primary_anywhere,11379,MBD6,Methyl-CpG Binding Domain Protein 6,Protein Coding,45.1,67,False,False
primary_anywhere,11380,OXER1,Oxoeicosanoid Receptor 1,Protein Coding,45.0,71,False,False
primary_anywhere,11381,EFNA3,Ephrin A3,Protein Coding,45.0,69,False,True
primary_anywhere,11382,CHAF1A,Chromatin Assembly Factor 1 Subunit A,Protein Coding,45.0,76,False,False
primary_anywhere,11383,KLRA1P,"Killer Cell Lectin Like Receptor A1, Pseudogene",Pseudogene,45.0,52,False,False
primary_anywhere,11384,QTRT1,Queuine TRNA-Ribosyltransferase Catalytic Subunit 1,Protein Coding,45.0,66,False,False
primary_anywhere,11385,SSRP1,Structure Specific Recognition Protein 1,Protein Coding,45.0,85,False,True
primary_anywhere,11386,GPRC5A,G Protein-Coupled Receptor Class C Group 5 Member A,Protein Coding,45.0,66,False,True
primary_anywhere,11387,NSD3,Nuclear Receptor Binding SET Domain Protein 3,Protein Coding,45.0,77,False,True
primary_anywhere,11388,MIR6795,MicroRNA 6795,RNA Gene,45.0,53,False,False
primary_anywhere,11389,NRM,Nurim,Protein Coding,45.0,54,False,False
primary_anywhere,11390,MIR522,MicroRNA 522,RNA Gene,45.0,54,False,False
primary_anywhere,11391,PDS5A,PDS5 Cohesin Associated Factor A,Protein Coding,45.0,75,False,True
primary_anywhere,11392,NOB1,NIN1 (RPN12) Binding Protein 1 Homolog,Protein Coding,45.0,71,False,False
primary_anywhere,11393,ENSG00000285253,Novel Protein,Protein Coding,45.0,30,False,False
primary_anywhere,11394,SLC39A3,Solute Carrier Family 39 Member 3,Protein Coding,45.0,70,False,False
primary_anywhere,11395,UBXN4,UBX Domain Protein 4,Protein Coding,45.0,64,False,False
primary_anywhere,11396,IGL,Immunoglobulin Lambda Locus,Protein Coding,45.0,32,False,False
primary_anywhere,11397,UBE2C,Ubiquitin Conjugating Enzyme E2 C,Protein Coding,45.0,83,False,False
primary_anywhere,11398,GXYLT1,Glucoside Xylosyltransferase 1,Protein Coding,44.9,60,False,False
primary_anywhere,11399,RAB3B,"RAB3B, Member RAS Oncogene Family",Protein Coding,44.9,70,False,True
primary_anywhere,11400,ADH5,"Alcohol Dehydrogenase 5 (Class III), Chi Polypeptide",Protein Coding,44.9,82,False,False
primary_anywhere,11401,CITED4,Cbp/P300 Interacting Transactivator With Glu/Asp Rich Carboxy-Terminal Domain 4,Protein Coding,44.9,53,False,False
primary_anywhere,11402,ALDH9A1,Aldehyde Dehydrogenase 9 Family Member A1,Protein Coding,44.9,78,False,True
primary_anywhere,11403,ATXN7L1,Ataxin 7 Like 1,Protein Coding,44.9,52,False,False
primary_anywhere,11404,MAP1S,Microtubule Associated Protein 1S,Protein Coding,44.9,68,False,False
primary_anywhere,11405,NBPF12,NBPF Member 12,Protein Coding,44.9,45,False,False
primary_anywhere,11406,PPCDC,Phosphopantothenoylcysteine Decarboxylase,Protein Coding,44.9,68,False,False
primary_anywhere,11407,FASTK,Fas Activated Serine/Threonine Kinase,Protein Coding,44.9,66,False,True
primary_anywhere,11408,GINS1,GINS Complex Subunit 1,Protein Coding,44.9,77,False,False
primary_anywhere,11409,FKBPL,FKBP Prolyl Isomerase Like,Protein Coding,44.9,61,False,False
primary_anywhere,11410,ARID3B,AT-Rich Interaction Domain 3B,Protein Coding,44.9,61,False,False
primary_anywhere,11411,PKP3,Plakophilin 3,Protein Coding,44.9,73,False,False
primary_anywhere,11412,IFT38,Intraflagellar Transport 38,Protein Coding,44.9,83,False,False
primary_anywhere,11413,TWSG1,Twisted Gastrulation BMP Signaling Modulator 1,Protein Coding,44.9,63,False,False
primary_anywhere,11414,LOC129993885,ATAC-STARR-Seq Lymphoblastoid Active Region 22547,Functional Element,44.9,53,False,False
primary_anywhere,11415,NT5C1B-RDH14,NT5C1B-RDH14 Readthrough,Protein Coding,44.9,45,False,False
primary_anywhere,11416,GTF2F1,General Transcription Factor IIF Subunit 1,Protein Coding,44.8,79,False,True
primary_anywhere,11417,PARP15,Poly(ADP-Ribose) Polymerase Family Member 15,Protein Coding,44.8,63,False,False
primary_anywhere,11418,BEND3,BEN Domain Containing 3,Protein Coding,44.8,59,False,True
primary_anywhere,11419,RNMT,RNA Guanine-7 Methyltransferase,Protein Coding,44.8,77,False,True
primary_anywhere,11420,EFR3A,EFR3 Homolog A,Protein Coding,44.8,65,False,False
primary_anywhere,11421,PHLDA3,Pleckstrin Homology Like Domain Family A Member 3,Protein Coding,44.8,58,False,True
primary_anywhere,11422,APOF,Apolipoprotein F,Protein Coding,44.8,63,False,False
primary_anywhere,11423,MIR372,MicroRNA 372,RNA Gene,44.8,60,False,False
primary_anywhere,11424,ENTPD4,Ectonucleoside Triphosphate Diphosphohydrolase 4,Protein Coding,44.8,66,False,True
primary_anywhere,11425,ATF7IP,Activating Transcription Factor 7 Interacting Protein,Protein Coding,44.8,76,False,False
primary_anywhere,11426,SRSF4,Serine And Arginine Rich Splicing Factor 4,Protein Coding,44.8,76,False,False
primary_anywhere,11427,H1-10,H1.10 Linker Histone,Protein Coding,44.7,59,False,True
primary_anywhere,11428,DCP1A,Decapping MRNA 1A,Protein Coding,44.7,79,False,False
primary_anywhere,11429,KLC4,Kinesin Light Chain 4,Protein Coding,44.7,73,False,False
primary_anywhere,11430,MRPL33,Mitochondrial Ribosomal Protein L33,Protein Coding,44.7,64,False,False
primary_anywhere,11431,RDH10,Retinol Dehydrogenase 10,Protein Coding,44.7,70,False,False
primary_anywhere,11432,BICD1,BICD Cargo Adaptor 1,Protein Coding,44.7,75,False,False
primary_anywhere,11433,ZNF410,Zinc Finger Protein 410,Protein Coding,44.7,68,False,False
primary_anywhere,11434,SPAG9,Sperm Associated Antigen 9,Protein Coding,44.7,78,False,True
primary_anywhere,11435,PLEKHA8P1,Pleckstrin Homology Domain Containing A8 Pseudogene 1,Pseudogene,44.7,61,False,False
primary_anywhere,11436,PDCD5,Programmed Cell Death 5,Protein Coding,44.7,65,False,False
primary_anywhere,11437,GALNTL6,Polypeptide N-Acetylgalactosaminyltransferase Like 6,Protein Coding,44.7,60,False,False
primary_anywhere,11438,SCAMP1,Secretory Carrier Membrane Protein 1,Protein Coding,44.7,71,False,True
primary_anywhere,11439,PPP1R35,Protein Phosphatase 1 Regulatory Subunit 35,Protein Coding,44.7,55,False,False
primary_anywhere,11440,TECPR1,Tectonin Beta-Propeller Repeat Containing 1,Protein Coding,44.6,66,False,False
primary_anywhere,11441,CARD6,Caspase Recruitment Domain Family Member 6,Protein Coding,44.6,59,False,False
primary_anywhere,11442,RRP12,Ribosomal RNA Processing 12 Homolog,Protein Coding,44.6,65,False,False
primary_anywhere,11443,MUC3A,"Mucin 3A, Cell Surface Associated",Protein Coding,44.6,73,False,False
primary_anywhere,11444,SLC27A3,Solute Carrier Family 27 Member 3,Protein Coding,44.6,72,False,False
primary_anywhere,11445,ARID4B,AT-Rich Interaction Domain 4B,Protein Coding,44.6,79,False,True
primary_anywhere,11446,KIF3C,Kinesin Family Member 3C,Protein Coding,44.6,69,False,True
primary_anywhere,11447,MAF1,MAF1 Negative Regulator Of RNA Polymerase III,Protein Coding,44.6,68,False,False
primary_anywhere,11448,TMEM132D,Transmembrane Protein 132D,Protein Coding,44.6,55,False,True
primary_anywhere,11449,DHRS4,Dehydrogenase/Reductase 4,Protein Coding,44.6,74,False,False
primary_anywhere,11450,KCNA10,Potassium Voltage-Gated Channel Subfamily A Member 10,Protein Coding,44.6,71,False,True
primary_anywhere,11451,ESYT1,Extended Synaptotagmin 1,Protein Coding,44.6,76,False,True
primary_anywhere,11452,SEMA3D,Semaphorin 3D,Protein Coding,44.6,74,False,False
primary_anywhere,11453,TXNDC11,Thioredoxin Domain Containing 11,Protein Coding,44.6,63,False,False
primary_anywhere,11454,MIR638,MicroRNA 638,RNA Gene,44.6,60,False,True
primary_anywhere,11455,ASF1A,Anti-Silencing Function 1A Histone Chaperone,Protein Coding,44.5,69,False,True
primary_anywhere,11456,HIKESHI,Heat Shock Protein Nuclear Import Factor Hikeshi,Protein Coding,44.5,70,False,True
primary_anywhere,11457,KCNV1,Potassium Voltage-Gated Channel Modifier Subfamily V Member 1,Protein Coding,44.5,68,False,False
primary_anywhere,11458,FAAP100,FA Core Complex Associated Protein 100,Protein Coding,44.5,70,False,True
primary_anywhere,11459,PPP1R1B,Protein Phosphatase 1 Regulatory Inhibitor Subunit 1B,Protein Coding,44.5,71,False,True
primary_anywhere,11460,RBM43,RNA Binding Motif Protein 43,Protein Coding,44.5,47,False,False
primary_anywhere,11461,FIBIN,Fin Bud Initiation Factor Homolog,Protein Coding,44.5,47,False,True
primary_anywhere,11462,DRAIC,"Downregulated RNA In Cancer, Inhibitor Of Cell Invasion And Migration",RNA Gene,44.5,51,False,False
primary_anywhere,11463,SNORD44,"Small Nucleolar RNA, C/D Box 44",RNA Gene,44.5,51,False,False
primary_anywhere,11464,SYCP3,Synaptonemal Complex Protein 3,Protein Coding,44.5,71,False,False
primary_anywhere,11465,RABL6,"RAB, Member RAS Oncogene Family Like 6",Protein Coding,44.5,70,False,True
primary_anywhere,11466,PRSS54,Serine Protease 54,Protein Coding,44.5,50,False,False
primary_anywhere,11467,STOML3,Stomatin Like 3,Protein Coding,44.5,57,False,False
primary_anywhere,11468,ELMOD1,ELMO Domain Containing 1,Protein Coding,44.5,56,False,False
primary_anywhere,11469,GNG13,G Protein Subunit Gamma 13,Protein Coding,44.5,67,False,True
primary_anywhere,11470,RTBDN,Retbindin,Protein Coding,44.5,57,False,False
primary_anywhere,11471,APBB1IP,Amyloid Beta Precursor Protein Binding Family B Member 1 Interacting Protein,Protein Coding,44.5,80,False,False
primary_anywhere,11472,LINC00941,Long Intergenic Non-Protein Coding RNA 941,RNA Gene,44.5,59,False,False
primary_anywhere,11473,LINCMD1,"Long Intergenic Non-Protein Coding RNA, Muscle Differentiation 1",RNA Gene,44.5,51,False,False
primary_anywhere,11474,ZNF277,Zinc Finger Protein 277,Protein Coding,44.4,61,False,False
primary_anywhere,11475,NYAP1,Neuronal Tyrosine Phosphorylated Phosphoinositide-3-Kinase Adaptor 1,Protein Coding,44.4,46,False,False
primary_anywhere,11476,SEMA7A,Semaphorin 7A (JohnMiltonHagen Blood Group),Protein Coding,44.4,81,False,False
primary_anywhere,11477,PTCRA,Pre T Cell Antigen Receptor Alpha,Protein Coding,44.4,63,False,False
primary_anywhere,11478,LINC01191,Long Intergenic Non-Protein Coding RNA 1191,RNA Gene,44.4,53,False,False
primary_anywhere,11479,CAVIN4,Caveolae Associated Protein 4,Protein Coding,44.4,60,False,False
primary_anywhere,11480,TNN,Tenascin N,Protein Coding,44.4,72,False,False
primary_anywhere,11481,HEXD,Hexosaminidase D,Protein Coding,44.4,63,False,True
primary_anywhere,11482,ZNF460,Zinc Finger Protein 460,Protein Coding,44.4,61,False,False
primary_anywhere,11483,KLHL15,Kelch Like Family Member 15,Protein Coding,44.4,63,False,True
primary_anywhere,11484,LINC00589,Long Intergenic Non-Protein Coding RNA 589,RNA Gene,44.4,52,False,False
primary_anywhere,11485,SREK1IP1,SREK1 Interacting Protein 1,Protein Coding,44.4,50,False,False
primary_anywhere,11486,COIL,Coilin,Protein Coding,44.4,67,False,False
primary_anywhere,11487,GLMP,Glycosylated Lysosomal Membrane Protein,Protein Coding,44.4,60,False,False
primary_anywhere,11488,POLR1HASP,"POLR1H Antisense, Pseudogene",Pseudogene,44.4,49,False,False
primary_anywhere,11489,TRGV9,T Cell Receptor Gamma Variable 9,Protein Coding,44.4,45,False,False
primary_anywhere,11490,HYI,Hydroxypyruvate Isomerase (Putative),Protein Coding,44.4,56,False,True
primary_anywhere,11491,C10ORF71,Chromosome 10 Open Reading Frame 71,Protein Coding,44.4,58,False,False
primary_anywhere,11492,NFKBIE,NFKB Inhibitor Epsilon,Protein Coding,44.4,71,False,True
primary_anywhere,11493,RPF1,Ribosome Production Factor 1 Homolog,Protein Coding,44.3,56,False,False
primary_anywhere,11494,LRIG3,Leucine Rich Repeats And Immunoglobulin Like Domains 3,Protein Coding,44.3,65,False,True
primary_anywhere,11495,DENR,Density Regulated Re-Initiation And Release Factor,Protein Coding,44.3,69,False,False
primary_anywhere,11496,ARL8B,ARF Like GTPase 8B,Protein Coding,44.3,70,False,True
primary_anywhere,11497,OIP5,Opa Interacting Protein 5,Protein Coding,44.3,68,False,False
primary_anywhere,11498,RUFY4,RUN And FYVE Domain Containing 4,Protein Coding,44.3,58,False,False
primary_anywhere,11499,BUB3,BUB3 Mitotic Checkpoint Protein,Protein Coding,44.3,95,False,False
primary_anywhere,11500,PPCS,Phosphopantothenoylcysteine Synthetase,Protein Coding,44.3,76,False,False
primary_anywhere,11501,RALYL,RALY RNA Binding Protein Like,Protein Coding,44.3,58,False,False
primary_anywhere,11502,IGDCC4,Immunoglobulin Superfamily DCC Subclass Member 4,Protein Coding,44.3,55,False,False
primary_anywhere,11503,KLHDC4,Kelch Domain Containing 4,Protein Coding,44.2,49,False,False
primary_anywhere,11504,PIK3R6,Phosphoinositide-3-Kinase Regulatory Subunit 6,Protein Coding,44.2,69,False,False
primary_anywhere,11505,DNAAF9,Dynein Axonemal Assembly Factor 9,Protein Coding,44.2,50,False,True
primary_anywhere,11506,KRTAP9-1,Keratin Associated Protein 9-1,Protein Coding,44.2,41,False,False
primary_anywhere,11507,IHG1,Iris Hypoplasia With Glaucoma 1,Genetic Locus,44.2,39,False,False
primary_anywhere,11508,TSSK1B,Testis Specific Serine Kinase 1B,Protein Coding,44.2,63,False,False
primary_anywhere,11509,VBP1,VHL Binding Protein 1,Protein Coding,44.2,69,False,False
primary_anywhere,11510,DDX60,DExD/H-Box Helicase 60,Protein Coding,44.2,68,False,False
primary_anywhere,11511,ING5,Inhibitor Of Growth Family Member 5,Protein Coding,44.2,76,False,False
primary_anywhere,11512,SIGIRR,Single Ig And TIR Domain Containing,Protein Coding,44.2,76,False,False
primary_anywhere,11513,PRXL2B,Peroxiredoxin Like 2B,Protein Coding,44.2,63,False,False
primary_anywhere,11514,PARP8,Poly(ADP-Ribose) Polymerase Family Member 8,Protein Coding,44.2,71,False,False
primary_anywhere,11515,SLC9A8,Solute Carrier Family 9 Member A8,Protein Coding,44.2,69,False,False
primary_anywhere,11516,RPS4Y1,Ribosomal Protein S4 Y-Linked 1,Protein Coding,44.2,74,False,False
primary_anywhere,11517,MCC,MCC Regulator Of Wnt Signaling Pathway,Protein Coding,44.2,75,False,False
primary_anywhere,11518,AHI1-DT,AHI1 Divergent Transcript,RNA Gene,44.2,54,False,False
primary_anywhere,11519,SMNDC1,Survival Motor Neuron Domain Containing 1,Protein Coding,44.2,73,False,False
primary_anywhere,11520,CEBPA-DT,CEBPA Divergent Transcript,RNA Gene,44.1,53,False,False
primary_anywhere,11521,FOXD4,Forkhead Box D4,Protein Coding,44.1,58,False,False
primary_anywhere,11522,PRPF38B,Pre-MRNA Processing Factor 38B,Protein Coding,44.1,56,False,False
primary_anywhere,11523,TTC14,Tetratricopeptide Repeat Domain 14,Protein Coding,44.1,65,False,False
primary_anywhere,11524,ZSCAN12,Zinc Finger And SCAN Domain Containing 12,Protein Coding,44.1,57,False,False
primary_anywhere,11525,SLC37A3,Solute Carrier Family 37 Member 3,Protein Coding,44.1,66,False,False
primary_anywhere,11526,SLC25A33,Solute Carrier Family 25 Member 33,Protein Coding,44.1,61,False,False
primary_anywhere,11527,BAZ1A,Bromodomain Adjacent To Zinc Finger Domain 1A,Protein Coding,44.1,78,False,True
primary_anywhere,11528,SLC66A1,Solute Carrier Family 66 Member 1,Protein Coding,44.1,62,False,False
primary_anywhere,11529,SNX3,Sorting Nexin 3,Protein Coding,44.1,73,False,False
primary_anywhere,11530,CNGA4,Cyclic Nucleotide Gated Channel Subunit Alpha 4,Protein Coding,44.1,69,False,False
primary_anywhere,11531,SLC26A10P,"Solute Carrier Family 26 Member 10, Pseudogene",Pseudogene,44.1,68,False,True
